sec,msg_type,channel,note,velocity,dynamic,accent,count,main_vol,depth,pedal,pan
62.3,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[85, 61, 83, 45]","[0, 0, 70, 66]",ppp,0,4,0,0,0,0
62.4,[],[],[],[],,0,0,0,0,0,0
62.5,"['note_off', 'note_on']","[0, 0]","[83, 81]","[0, 71]",ppp,0,2,0,0,0,0
62.6,[],[],[],[],,0,0,0,0,0,0
62.7,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[81, 45, 80, 42]","[0, 0, 71, 73]",pp,0,4,0,0,0,0
63.1,[],[],[],[],,0,0,0,0,0,0
63.2,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[80, 42, 71, 47]","[0, 0, 61, 83]",pp,0,4,0,0,0,0
63.5,[],[],[],[],,0,0,0,0,0,0
63.6,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[71, 47, 81, 56]","[0, 0, 94, 83]",pp,0,4,0,0,0,0
63.9,[],[],[],[],,0,0,0,0,0,0
64.0,"['note_off', 'note_on']","[0, 0]","[81, 83]","[0, 84]",pp,0,2,0,0,0,0
64.1,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[83, 56, 81, 42]","[0, 0, 71, 68]",ppp,0,4,0,0,0,0
64.2,[],[],[],[],,0,0,0,0,0,0
64.3,"['note_off', 'note_on']","[0, 0]","[81, 80]","[0, 69]",ppp,0,2,0,0,0,0
64.5,[],[],[],[],,0,0,0,0,0,0
64.6,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[80, 42, 81, 42]","[0, 0, 77, 74]",pp,0,4,0,0,0,0
64.7,[],[],[],[],,0,0,0,0,0,0
64.8,"['note_off', 'note_on']","[0, 0]","[81, 69]","[0, 61]",ppp,0,2,0,0,0,0
64.9,[],[],[],[],,0,0,0,0,0,0
65.0,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[69, 42, 78, 49]","[0, 0, 88, 88]",pp,0,4,0,0,0,0
65.2,[],[],[],[],,0,0,0,0,0,0
65.3,"['note_off', 'note_on']","[0, 0]","[78, 69]","[0, 64]",ppp,0,2,0,0,0,0
65.4,[],[],[],[],,0,0,0,0,0,0
65.5,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[69, 49, 81, 54]","[0, 0, 94, 82]",pp,0,4,0,0,0,0
65.7,[],[],[],[],,0,0,0,0,0,0
65.8,"['note_off', 'note_on']","[0, 0]","[81, 83]","[0, 83]",pp,0,2,0,0,0,0
65.9,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[83, 54, 81, 42]","[0, 0, 78, 64]",ppp,0,4,0,0,0,0
66.1,[],[],[],[],,0,0,0,0,0,0
66.2,"['note_off', 'note_on']","[0, 0]","[81, 80]","[0, 70]",ppp,0,2,0,0,0,0
66.3,[],[],[],[],,0,0,0,0,0,0
66.4,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[80, 42, 81, 50]","[0, 0, 80, 78]",pp,0,4,0,0,0,0
66.5,[],[],[],[],,0,0,0,0,0,0
66.6,"['note_off', 'note_on']","[0, 0]","[81, 69]","[0, 53]",ppp,0,2,0,0,0,0
66.8,[],[],[],[],,0,0,0,0,0,0
66.9,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[69, 50, 76, 57]","[0, 0, 89, 81]",pp,0,4,0,0,0,0
67.0,[],[],[],[],,0,0,0,0,0,0
67.1,"['note_off', 'note_on']","[0, 0]","[76, 69]","[0, 67]",ppp,0,2,0,0,0,0
67.2,[],[],[],[],,0,0,0,0,0,0
67.3,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[69, 57, 81, 64]","[0, 0, 95, 87]",pp,0,4,0,0,0,0
67.5,[],[],[],[],,0,0,0,0,0,0
67.6,"['note_off', 'note_on']","[0, 0]","[81, 83]","[0, 82]",pp,0,2,0,0,0,0
67.7,[],[],[],[],,0,0,0,0,0,0
67.8,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[83, 64, 81, 50]","[0, 0, 71, 68]",ppp,0,4,0,0,0,0
67.9,[],[],[],[],,0,0,0,0,0,0
68.0,"['note_off', 'note_on']","[0, 0]","[81, 80]","[0, 72]",pp,0,2,0,0,0,0
68.2,[],[],[],[],,0,0,0,0,0,0
68.3,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[80, 50, 81, 45]","[0, 0, 80, 73]",pp,0,4,0,0,0,0
68.4,[],[],[],[],,0,0,0,0,0,0
68.5,"['note_off', 'note_on']","[0, 0]","[81, 83]","[0, 81]",pp,0,2,0,0,0,0
68.6,[],[],[],[],,0,0,0,0,0,0
68.7,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[83, 45, 85, 52]","[0, 0, 84, 82]",pp,0,4,0,0,0,0
68.8,[],[],[],[],,0,0,0,0,0,0
68.9,"['note_off', 'note_on']","[0, 0]","[85, 86]","[0, 79]",pp,0,2,0,0,0,0
69.1,[],[],[],[],,0,0,0,0,0,0
69.2,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[86, 52, 88, 59]","[0, 0, 83, 83]",pp,0,4,0,0,0,0
69.3,[],[],[],[],,0,0,0,0,0,0
69.4,"['note_off', 'note_on']","[0, 0]","[88, 85]","[0, 69]",ppp,0,2,0,0,0,0
69.5,[],[],[],[],,0,0,0,0,0,0
69.6,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[85, 59, 83, 45]","[0, 0, 73, 64]",ppp,0,4,0,0,0,0
69.8,[],[],[],[],,0,0,0,0,0,0
69.9,"['note_off', 'note_on']","[0, 0]","[83, 81]","[0, 77]",pp,0,2,0,0,0,0
70.0,[],[],[],[],,0,0,0,0,0,0
70.1,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[81, 45, 80, 42]","[0, 0, 71, 68]",ppp,0,4,0,0,0,0
70.5,[],[],[],[],,0,0,0,0,0,0
70.6,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[80, 42, 71, 47]","[0, 0, 60, 81]",ppp,0,4,0,0,0,0
106.5,[],[],[],[],,0,0,0,0,0,0
106.6,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[71, 47, 68, 56]","[0, 0, 65, 88]",pp,0,4,0,0,0,0
160.8,[],[],[],[],,0,0,0,0,0,0
108.6,"['note_off', 'note_on', 'note_off', 'note_on']","[0, 0, 0, 0]","[68, 64, 64, 69]","[0, 67, 0, 87]",pp,0,4,0,0,0,0
72.9,"['note_off', 'note_on', 'note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0, 0, 0]","[69, 73, 73, 56, 81, 54]","[0, 86, 0, 0, 97, 76]",pp,0,6,0,0,0,0
73.3,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[81, 54, 80, 61]","[0, 0, 75, 91]",pp,0,4,0,0,0,0
73.6,"['note_off', 'note_on']","[0, 0]","[80, 81]","[0, 90]",pp,0,2,0,0,0,0
73.8,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[81, 61, 81, 66]","[0, 0, 82, 87]",pp,0,4,0,0,0,0
74.0,"['note_off', 'note_on']","[0, 0]","[81, 69]","[0, 58]",ppp,0,2,0,0,0,0
74.3,"['note_off', 'note_on']","[0, 0]","[69, 80]","[0, 92]",pp,0,2,0,0,0,0
74.5,"['note_off', 'note_on']","[0, 0]","[80, 81]","[0, 93]",pp,0,2,0,0,0,0
74.7,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[81, 66, 81, 50]","[0, 0, 80, 68]",pp,0,4,0,0,0,0
74.9,"['note_off', 'note_on']","[0, 0]","[81, 69]","[0, 57]",ppp,0,2,0,0,0,0
75.2,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[69, 50, 76, 57]","[0, 0, 88, 82]",pp,0,4,0,0,0,0
75.4,"['note_off', 'note_on']","[0, 0]","[76, 81]","[0, 98]",p,0,2,0,0,0,0
75.6,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[81, 57, 81, 64]","[0, 0, 84, 90]",pp,0,4,0,0,0,0
75.9,"['note_off', 'note_on']","[0, 0]","[81, 69]","[0, 61]",ppp,0,2,0,0,0,0
76.1,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[69, 64, 74, 50]","[0, 0, 83, 70]",pp,0,4,0,0,0,0
76.3,"['note_off', 'note_on']","[0, 0]","[74, 69]","[0, 68]",ppp,0,2,0,0,0,0
76.6,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[69, 50, 73, 45]","[0, 0, 80, 72]",pp,0,4,0,0,0,0
77.0,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[73, 45, 74, 52]","[0, 0, 79, 85]",pp,0,4,0,0,0,0
77.5,"['note_off', 'note_off', 'note_on', 'note_on', 'note_on']","[0, 0, 0, 0, 0]","[74, 52, 69, 76, 61]","[0, 0, 82, 82, 96]",p,0,5,0,0,0,0
77.9,"['note_off', 'note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0, 0]","[69, 76, 61, 73, 45]","[0, 0, 0, 66, 69]",ppp,0,5,0,0,0,0
78.4,"['note_off', 'note_off', 'note_on', 'note_on', 'note_on']","[0, 0, 0, 0, 0]","[73, 45, 68, 71, 52]","[0, 0, 70, 70, 85]",pp,0,5,0,0,0,0
78.9,"['note_off', 'note_on']","[0, 0]","[52, 59]","[0, 82]",pp,0,2,0,0,0,0
79.3,"['note_off', 'note_on']","[0, 0]","[59, 64]","[0, 90]",pp,0,2,0,0,0,0
79.8,"['note_off', 'note_off', 'note_on']","[0, 0, 0]","[68, 71, 69]","[0, 0, 74]",ppp,0,3,0,0,0,0
80.0,"['note_off', 'note_on']","[0, 0]","[69, 68]","[0, 78]",pp,0,2,0,0,0,0
80.3,"['note_off', 'note_off', 'note_on', 'note_on', 'note_on']","[0, 0, 0, 0, 0]","[68, 64, 64, 69, 54]","[0, 0, 74, 74, 72]",pp,0,5,0,0,0,0
80.7,"['note_off', 'note_on']","[0, 0]","[54, 59]","[0, 77]",pp,0,2,0,0,0,0
81.4,"['note_off', 'note_off', 'note_on']","[0, 0, 0]","[64, 69, 64]","[0, 0, 68]",ppp,0,3,0,0,0,0
81.6,"['note_off', 'note_on']","[0, 0]","[64, 69]","[0, 84]",pp,0,2,0,0,0,0
81.9,"['note_off', 'note_on']","[0, 0]","[69, 71]","[0, 83]",pp,0,2,0,0,0,0
82.1,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[71, 59, 73, 50]","[0, 0, 81, 68]",pp,0,4,0,0,0,0
82.3,"['note_off', 'note_on']","[0, 0]","[73, 64]","[0, 60]",ppp,0,2,0,0,0,0
82.6,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[64, 50, 69, 64]","[0, 0, 82, 91]",pp,0,4,0,0,0,0
82.8,"['note_off', 'note_on']","[0, 0]","[69, 71]","[0, 85]",pp,0,2,0,0,0,0
83.0,"['note_off', 'note_on']","[0, 0]","[71, 73]","[0, 83]",pp,0,2,0,0,0,0
83.3,"['note_off', 'note_on']","[0, 0]","[73, 64]","[0, 63]",ppp,0,2,0,0,0,0
83.5,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[64, 64, 73, 64]","[0, 0, 88, 86]",pp,0,4,0,0,0,0
83.7,"['note_off', 'note_on']","[0, 0]","[73, 74]","[0, 82]",pp,0,2,0,0,0,0
83.9,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[74, 64, 76, 45]","[0, 0, 85, 66]",pp,0,4,0,0,0,0
84.2,"['note_off', 'note_on']","[0, 0]","[76, 64]","[0, 60]",ppp,0,2,0,0,0,0
84.4,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[64, 45, 73, 52]","[0, 0, 90, 83]",pp,0,4,0,0,0,0
84.6,"['note_off', 'note_on']","[0, 0]","[73, 74]","[0, 82]",pp,0,2,0,0,0,0
84.9,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[74, 52, 76, 61]","[0, 0, 78, 94]",pp,0,4,0,0,0,0
85.1,"['note_off', 'note_on']","[0, 0]","[76, 64]","[0, 57]",ppp,0,2,0,0,0,0
85.3,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[64, 61, 74, 45]","[0, 0, 90, 67]",pp,0,4,0,0,0,0
85.6,"['note_off', 'note_on']","[0, 0]","[74, 73]","[0, 75]",pp,0,2,0,0,0,0
85.8,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[73, 45, 71, 52]","[0, 0, 75, 79]",pp,0,4,0,0,0,0
86.0,"['note_off', 'note_on']","[0, 0]","[71, 64]","[0, 61]",ppp,0,2,0,0,0,0
86.3,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[64, 52, 74, 59]","[0, 0, 91, 87]",pp,0,4,0,0,0,0
86.5,"['note_off', 'note_on']","[0, 0]","[74, 73]","[0, 75]",pp,0,2,0,0,0,0
86.7,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[73, 59, 71, 64]","[0, 0, 73, 84]",pp,0,4,0,0,0,0
87.2,"['note_off', 'note_on']","[0, 0]","[71, 68]","[0, 68]",ppp,0,2,0,0,0,0
87.6,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[68, 64, 81, 54]","[0, 0, 94, 66]",pp,0,4,0,0,0,0
88.1,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[81, 54, 80, 61]","[0, 0, 77, 90]",pp,0,4,0,0,0,0
88.3,"['note_off', 'note_on']","[0, 0]","[80, 81]","[0, 78]",pp,0,2,0,0,0,0
88.6,"['note_off', 'note_on']","[0, 0]","[61, 66]","[0, 88]",pp,0,2,0,0,0,0
88.8,"['note_off', 'note_on']","[0, 0]","[81, 69]","[0, 52]",ppp,0,2,0,0,0,0
89.0,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[69, 66, 80, 54]","[0, 0, 89, 67]",pp,0,4,0,0,0,0
89.3,"['note_off', 'note_on']","[0, 0]","[80, 81]","[0, 82]",pp,0,2,0,0,0,0
89.5,"['note_off', 'note_on']","[0, 0]","[54, 50]","[0, 67]",ppp,0,2,0,0,0,0
89.7,"['note_off', 'note_on']","[0, 0]","[81, 69]","[0, 55]",ppp,0,2,0,0,0,0
89.9,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[69, 50, 76, 57]","[0, 0, 85, 79]",pp,0,4,0,0,0,0
90.2,"['note_off', 'note_on']","[0, 0]","[76, 81]","[0, 87]",pp,0,2,0,0,0,0
90.4,"['note_off', 'note_on']","[0, 0]","[57, 64]","[0, 91]",pp,0,2,0,0,0,0
90.6,"['note_off', 'note_on']","[0, 0]","[81, 69]","[0, 56]",ppp,0,2,0,0,0,0
90.9,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[69, 64, 74, 50]","[0, 0, 82, 70]",pp,0,4,0,0,0,0
91.1,"['note_off', 'note_on']","[0, 0]","[74, 69]","[0, 68]",ppp,0,2,0,0,0,0
91.3,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[69, 50, 73, 45]","[0, 0, 87, 69]",pp,0,4,0,0,0,0
91.8,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[73, 45, 74, 52]","[0, 0, 84, 84]",pp,0,4,0,0,0,0
92.3,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[74, 52, 76, 61]","[0, 0, 82, 94]",pp,0,4,0,0,0,0
92.7,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[76, 61, 85, 45]","[0, 0, 97, 70]",pp,0,4,0,0,0,0
93.2,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[85, 45, 83, 52]","[0, 0, 72, 82]",pp,0,4,0,0,0,0
93.6,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[83, 52, 76, 59]","[0, 0, 63, 87]",pp,0,4,0,0,0,0
94.1,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[76, 59, 83, 64]","[0, 0, 88, 82]",pp,0,4,0,0,0,0
94.6,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[83, 64, 81, 52]","[0, 0, 70, 70]",ppp,0,4,0,0,0,0
94.8,"['note_off', 'note_on']","[0, 0]","[81, 80]","[0, 74]",pp,0,2,0,0,0,0
95.0,"['note_off', 'note_off', 'note_on', 'note_on', 'note_on']","[0, 0, 0, 0, 0]","[80, 52, 76, 81, 54]","[0, 0, 81, 81, 79]",pp,0,5,0,0,0,0
95.5,"['note_off', 'note_on']","[0, 0]","[54, 61]","[0, 90]",pp,0,2,0,0,0,0
95.9,"['note_off', 'note_on']","[0, 0]","[61, 66]","[0, 87]",pp,0,2,0,0,0,0
96.4,"['note_off', 'note_off', 'note_on']","[0, 0, 0]","[76, 81, 69]","[0, 0, 58]",ppp,0,3,0,0,0,0
96.6,"['note_off', 'note_on']","[0, 0]","[69, 71]","[0, 77]",pp,0,2,0,0,0,0
96.9,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[71, 66, 73, 50]","[0, 0, 86, 64]",pp,0,4,0,0,0,0
97.1,"['note_off', 'note_on']","[0, 0]","[73, 64]","[0, 56]",ppp,0,2,0,0,0,0
97.3,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[64, 50, 69, 57]","[0, 0, 88, 82]",pp,0,4,0,0,0,0
97.6,"['note_off', 'note_on']","[0, 0]","[69, 71]","[0, 79]",pp,0,2,0,0,0,0
97.8,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[71, 57, 73, 64]","[0, 0, 84, 94]",pp,0,4,0,0,0,0
98.0,"['note_off', 'note_on']","[0, 0]","[73, 64]","[0, 59]",ppp,0,2,0,0,0,0
98.3,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[64, 64, 73, 50]","[0, 0, 91, 69]",pp,0,4,0,0,0,0
98.5,"['note_off', 'note_on']","[0, 0]","[73, 74]","[0, 81]",pp,0,2,0,0,0,0
98.7,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[74, 50, 76, 45]","[0, 0, 83, 71]",pp,0,4,0,0,0,0
98.9,"['note_off', 'note_on']","[0, 0]","[76, 64]","[0, 57]",ppp,0,2,0,0,0,0
99.2,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[64, 45, 73, 52]","[0, 0, 90, 84]",pp,0,4,0,0,0,0
99.4,"['note_off', 'note_on']","[0, 0]","[73, 74]","[0, 82]",pp,0,2,0,0,0,0
99.6,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[74, 52, 76, 61]","[0, 0, 81, 92]",pp,0,4,0,0,0,0
99.9,"['note_off', 'note_on']","[0, 0]","[76, 64]","[0, 54]",ppp,0,2,0,0,0,0
100.1,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[64, 61, 74, 45]","[0, 0, 91, 68]",pp,0,4,0,0,0,0
100.3,"['note_off', 'note_on']","[0, 0]","[74, 73]","[0, 75]",pp,0,2,0,0,0,0
100.6,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[73, 45, 71, 40]","[0, 0, 68, 68]",ppp,0,4,0,0,0,0
100.8,"['note_off', 'note_on']","[0, 0]","[71, 64]","[0, 61]",ppp,0,2,0,0,0,0
101.0,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[64, 40, 68, 47]","[0, 0, 79, 83]",pp,0,4,0,0,0,0
101.3,"['note_off', 'note_on']","[0, 0]","[68, 71]","[0, 81]",pp,0,2,0,0,0,0
101.5,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[71, 47, 81, 56]","[0, 0, 92, 80]",pp,0,4,0,0,0,0
101.7,"['note_off', 'note_on']","[0, 0]","[81, 83]","[0, 81]",pp,0,2,0,0,0,0
101.9,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[83, 56, 81, 40]","[0, 0, 73, 70]",ppp,0,4,0,0,0,0
102.2,"['note_off', 'note_on']","[0, 0]","[81, 80]","[0, 68]",ppp,0,2,0,0,0,0
102.4,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[80, 40, 81, 42]","[0, 0, 80, 76]",pp,0,4,0,0,0,0
102.6,"['note_off', 'note_on']","[0, 0]","[81, 69]","[0, 53]",ppp,0,2,0,0,0,0
102.9,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[69, 42, 76, 49]","[0, 0, 85, 84]",pp,0,4,0,0,0,0
